,User,Skills
9434,9434,"['ui/ux', '&amp;', 'visualizar', '(research,', 'contextual', 'analysis,', 'storyboarding,', 'information', 'wireframing,', 'usability', 'test,', 'functional', 'document,', 'visual', 'interface', 'drsign,', 'prototype)', 'team', 'management,', 'coordination.freelanching', 'work.', 'it', 'skills', 'details', 'user', 'interface', 'designing,photoshop,user', 'research,interaction', 'design,information', 'architecture,user', 'experience', 'design,graphic', 'designing,visual', 'design,ui', 'development,web', 'designing']"
9435,9435,"['c#,asp.net,sql', 'server', '2005,2008,ado.net,', 'javascript,', 'jquery,', 'asp.net', 'ajax,', 'it', 'skills', 'details', 'c#.net,asp.net', 'mvc,.net', 'framework,vb.net,windows', 'application,windows', 'services,mvc', 'framework,xml,html,ms.net']"
9436,9436,"['microsoft', 'excel,microsoft', 'word,power', 'point,teamwork,customer', 'service,lead', 'generation,cold', 'calling', 'marketing', 'management,powerpoint,territory', 'sales', 'management,lead', 'management,ms', 'office,team', 'management,management', 'information', 'system,technology', 'marketing']"
9437,9437,"['sales,business', 'development,marketing,retail', 'sales,customer', 'relationship,account', 'management,showroom', 'sales', 'area', 'sales', 'management,channel', 'sales', 'management,management', 'accounting,field', 'sales,inside', 'sales']"
9438,9438,"['drupal,', 'hubspot,', 'express', 'engine,', 'marketo,', 'salesforce,', 'bootstrap,', 'wordpress,', 'html,', 'css,', 'xml,', 'html5,', 'dhtml,', 'css3,', 'java', 'script,', 'photoshop', 'cs4,', 'illustrator,', 'indesign,', 'seo,', 'google', 'adwords,', 'it', 'skills', 'details', 'javascript,web', 'designing,web', 'development,dreamweaver,web', 'technologies,web', 'services']"
9439,9439,"['html4,html5,', 'php4,', 'php5,', 'mysql,', 'codeigniter,', 'css3,', 'ms-word,', 'ms-excel,', 'ms-powerpoint,', 'java,', 'xhtml,', 'oracle,', 'ms-sql-server,', 'wordpress,', 'smarty,', 'ajax,', 'photoshop', 'cs3,', 'javascript,', 'dreamweaver', 'cs3,', 'notepad++,', 'jquery', 'it', 'skills', 'details', 'core', 'php,core', 'java,web', 'application', 'development,web', 'technologies,web', 'designing,software', 'development,jdeveloper,c++,payment', 'gateways,dhtml']"
9440,9440,"['business', 'development,', 'account', 'management,', 'enterprise', 'sales,', 'key', 'accounts,', 'b2b', 'sales,', 'marketing', 'management,channel', 'sales', 'management,solution', 'selling,solution', 'sales,strategic', 'account', 'management,new', 'business', 'development,channel', 'sales', 'strategies,new', 'channel', 'development,account', 'development,marketing', 'strategy']"
9441,9441,"['sharepoint', '2013,sharepoint', 'app', 'model,nintex', 'workflow,powershell,ecma', 'script,sharepoint', 'rest', 'api,asp.net', '4.5,mvc,wcf,visual', 'studio,c#,ms', 'sql', 'server,linq,backbone.js,knockout.js,telerik', 'control', 'it', 'skills', 'details', 'asp.net', 'ajax,javascript,jquery,sharepoint', 'development,wcf', 'services,c#.net,asp.net', 'mvc,ado.net,telerik', 'controls,entity', 'framework']"
9442,9442,"['international', 'marketing,export', 'marketing,overseas', 'marketing,corporate', 'sales,email', 'support,oem', 'marketing,b.tech,ece,project', 'management,business', 'analysis', 'corporate', 'business', 'development,marketing', 'management,key', 'account', 'management,project', 'marketing,business', 'development', 'management,strategic', 'marketing,digital', 'marketing,commercial', 'marketing,marketing', 'strategy']"
9443,9443,"['business', 'development,', 'sales,', 'pre-sales,', 'client', 'acquisition', '&', 'retention,', 'bid', 'management,', 'rfp,', 'proposal', 'management,', 'it', 'skills', 'details', 'presales,marketing,client', 'relationship', 'management,account', 'relationship', 'management,bidding,client', 'retention,tendering,crm', 'sales,proposal', 'preparation,product', 'management']"
9444,9444,"['customer', 'relationship,', 'cro,', 'crm,', 'customer', 'service,', 'customer', 'retention,', 'sales,', 'marketing', 'business', 'development,', 'b2b', 'sales,', 'digital', 'sales,', 'online', 'sales,', 'marketing', 'management,crm', 'management,client', 'development,sales', 'lead', 'generation,customer', 'handling,cold', 'calling,lead', 'management,new', 'business,relationship', 'management,relationship', 'marketing']"
9445,9445,"['marketing,', 'corporate', 'sales,', 'business', 'development', 'management,', 'marketing', 'management,', 'sales', 'management', 'area', 'sales', 'management,b2c,event', 'marketing,market', 'research,product', 'management,b2b', 'sales,relationship', 'management']"
9446,9446,"['channel', 'sales,business', 'development,distributor', 'sales,fmcg', 'sales,general', 'trade,retail', 'channel', 'sales', 'channel', 'marketing,territory', 'sales', 'management,distribution', 'management,new', 'market', 'development,territory', 'development,market', 'penetration,channel', 'distribution,distributor', 'handling,account', 'development,team', 'management']"
9447,9447,"['mvc,sql', 'server', '2012,vb.net,css,c#,asp.net,javascript,html,xml,jquery,web', 'services,wcf,entity', 'framework,linq,sql', 'server,ajax', 'it', 'skills', 'details', 'asp.net', 'ajax,wcf', 'services,ado.net,asp.net', 'mvc,ms', 'sql', 'server,c#.net,devexpress,mvc', 'framework,ms.net,web', 'application', 'development']"
9448,9448,"['asp.net', '(', 'c#', 'and', 'vb', ')', ',', 'sql', 'server,', 'rdlc,', 'webservices,', 'ajax,', 'html,', 'wcf,html,javascript,ado.net,', 'json', 'it', 'skills', 'details', 'windows', 'forms,wcf', 'services,c#.net,vb.net,crystal', 'report,asp', 'net,vb', 'net,ms.net,windows', 'application,web', 'application', 'development']"
9449,9449,"['sales,business', 'development,marketing,channel', 'management,corporate', 'sales,market', 'development,revenue', 'generation,retail', 'sales,channel', 'sales,c,vlsi(verilog),crm', 'new', 'business', 'development,new', 'market', 'development,sales', 'lead', 'generation,team', 'management,market', 'research,crm', 'management,market', 'analysis,client', 'relationship', 'management,executive', 'development,sales', 'development']"
9450,9450,"['customer', 'sales', 'management', 'channel', 'partner', 'management', 'consultative', 'selling', 'business', 'development,team', 'management,work', 'management,channel', 'partners,marketing,market', 'development,sme', 'sales,account', 'management,direct', 'sales,customer', 'management']"
9451,9451,"['sales', 'and', 'business', 'development', ',', 'good', 'communication', 'skills,', 'presentable', ',', 'flexible', 'with', 'all', 'work', 'timmings', 'it', 'skills', 'details', 'corporate', 'sales,b2b', 'marketing,sales', 'lead', 'generation,b2b', 'sales,key', 'accounts,client', 'acquisition,sales', 'management,client', 'retention,project', 'sales,lead', 'management']"
9452,9452,"['inside', 'sales,digital', 'sales,key', 'account', 'management,solution', 'sales,software', 'solution', 'sales,it', 'sales,software', 'sales,sales,business', 'development,retail,marketing,b2b', 'sales,international', 'sales,', 'product', 'sales,', 'erp', 'sales', 'add/edit', 'photo', 'email', 'marketing,product', 'promotion,software', 'solutions,team', 'management,marketing', 'research,client', 'development,cold', 'calling,opportunity', 'identification,market', 'research,social', 'media', 'marketing']"
9453,9453,"['e', 'commerce,good', 'negotiaton', 'skills,strong', 'interpersonal', 'skills,communication,marketing,sales,direct', 'sales,business', 'development', 'management,relationship', 'management,digital', 'marketing,seo', 'product', 'marketing,market', 'development,e-commerce,e-marketing']"
9454,9454,"['operating', 'systems', ':', 'ms-dos,', 'windows', 'vista/xp/me/98.others', ':', 'microsoft', 'office', '2010,', '2007,', '2003.', 'business', 'plan', 'development,marketing', 'management,ms', 'office,executive', 'development,territory', 'development,client', 'development,recruitment,territory', 'sales', 'management,new', 'business,lead', 'generation']"
9455,9455,"['professionals:', 'marketing', '&', 'hr', 'it', 'skills', 'details', 'digital', 'marketing,marketing', 'management,brand', 'marketing,brand', 'management,digital', 'branding,brand', 'campaigns,marketing', 'analysis,web', 'marketing,brand', 'planning,marketing', 'campaigns']"
9456,9456,"['pr,', 'branding', ',', 'marketing', 'sales', ',', 'strategy', 'making', 'and', 'communicating', 'with', 'clients', 'business', 'development', 'management,product', 'portfolio', 'management,corporate', 'business', 'development,team', 'management,account', 'management,lead', 'management,product', 'strategy,strategic', 'business', 'planning,market', 'development,business', 'strategy']"
9457,9457,"['ms', 'office,', 'excel', 'powerpoint,business', 'analysis,business', 'operations,business', 'research,data', 'research,requirement', 'gathering,tally,secondary', 'research,data', 'analysis,primary', 'research']"
9458,9458,"['management,leadership,business', 'development,b2b', 'sales,international', 'sales', 'corporate', 'business', 'development,strategic', 'sales', 'planning,sales', 'management,distribution', 'management,sales', 'development,new', 'business', 'development,client', 'development,business', 'expansion,market', 'identification,team', 'management']"
9459,9459,"['lead', 'generation', 'client', 'acquisition', 'key', 'accounts', 'management', 'b2b', 'b2c', 'it', 'skills', 'details', 'business', 'development', 'management,key', 'client', 'management,client', 'relationship', 'management,client', 'servicing,client', 'retention,account', 'relationship', 'management,sales', 'management,client', 'account', 'management,project', 'management,marketing']"
9460,9460,"['marketing,sales,', 'direct', 'sales,', 'direct', 'marketing,', 'promotions,', 'btl,', 'branding', 'it', 'skills', 'details', 'marketing', 'management,industrial', 'marketing,business', 'development,field', 'marketing,marketing', 'programs,marketing', 'research,it', 'marketing,promotional', 'strategies']"
9461,9461,"['sales,', 'fmcg', 'sales,', 'channel', 'sales,', 'business', 'development,', 'negotiation', 'skills,', 'it', 'sales,', 'software', 'sales,', 'solution', 'sales,', 'product,,', 'software', 'solution', 'sales,', 'erp', 'sales,', 'website', 'sales,', 'corporate', 'sales,', 'presales,', 'ecommerce', 'development,', 'digital', 'sales', 'target', 'marketing,market', 'penetration,software', 'solutions,product', 'promotion,area', 'sales', 'management,market', 'expansion,channel', 'partner', 'development,product', 'sales,distribution', 'channel', 'management,distribution', 'development']"
9462,9462,"['territory', 'sales,area', 'sales,marketing,field', 'sales,sales', '&', 'marketing,mba', 'marketing', 'management,direct', 'marketing,b2c', 'marketing,strategic', 'marketing,b2b', 'marketing,marketing', 'strategy,corporate', 'marketing,brand', 'marketing,email', 'marketing,customer', 'marketing']"
9463,9463,"['php,', 'mysql,', 'html,', 'css,', 'javascript,', 'jquery,', 'ajax', 'and', 'wordpress,', 'bootstrap,', 'less', 'based', 'layout.', 'it', 'skills', 'details', 'ui', 'development,html5,web', 'application', 'development,codeigniter', 'framework,web', 'technologies,web', 'designing,software', 'development,front', 'end', 'design']"
9464,9464,"['direct', 'sales,', 'lead', 'generation', 'to', 'closing', 'sales,', 'distributors', 'handling', 'channel', 'sales,', 'retail', 'sales,', 'sales', 'generation,', 'product', 'awareness,', 'area', 'sales,', 'dealer', 'relationship,', 'marketing,', 'sales', 'promotion,', 'sales,', 'building', 'materials,project', 'sales', 'business', 'development,project', 'marketing,sales', 'lead', 'generation,product', 'promotion,promotions,product', 'branding,product', 'marketing,marketing', 'planning,account', 'development,industrial', 'product', 'sales']"
9465,9465,"['technical', 'ad', 'operation,', 'reporting,', 'publisher', '&', 'advertiser', 'integration,', 'app', '&', 'web', 'ad', 'testing,', 'system', 'debugging,', 'trouble', 'shooting', 'of', 'ads,', 'campaign', 'troubleshooting,', 'ad', 'operation,', 'php', ',', 'html,', 'css,', 'javascript,', 'mysql,', 'bigquery,', 'etc.', 'it', 'skills', 'details', 'ad', 'operations,operations', 'management,ad', 'server,technical', 'operations,online', 'advertising,campaign', 'management,campaigns,networking,network', 'operations,zedo']"
9466,9466,"['visualizer,', 'ui/ux', 'designing,', 'mockup,', 'wireframes,html,', 'css,', 'flash,jquery,', 'user', 'testing', 'it', 'skills', 'details', 'ui', 'development,photoshop,user', 'interface', 'designing,dreamweaver,web', 'designing,graphic', 'designing,user', 'experience', 'design,interaction', 'design,responsive', 'web', 'design,illustrator']"
9467,9467,"['business', 'development,', 'sales', 'management,', 'business', 'development', 'management,', 'marketing', 'management,', 'software', 'sales,', 'international', 'sales,', 'international', 'business', 'development,', 'international', 'trade,', 'corporate', 'sales,', 'online', 'sales,', 'business', 'planning,', 'business', 'sa', 'key', 'account', 'management,channel', 'sales', 'management,team', 'management,country', 'management,business', 'analysis,cold', 'calling,new', 'business,client', 'development,marketing', 'analysis,corporate', 'marketing']"
9468,9468,"['sales', 'strategy,new', 'product', 'development,recruitment,team', 'management,channel', 'management,marketing,business', 'development,lead', 'generation,market', 'research,competitive', 'intelligence,business', 'analyst,network', 'development,training,retail', 'sales', 'marketing', 'management,area', 'sales', 'management,distribution', 'development,market', 'development,product', 'placement,sales', 'development,distribution', 'network,retail', 'distribution,business', 'analysis,corporate', 'marketing']"
9469,9469,"['software', 'developer,application', 'development,requirement', 'gathering,software', 'development,it', 'project', 'management,c,html,c++,javascript,linq,asp.net', 'mvc,sql', 'server,.net,ajax', 'it', 'skills', 'details', 'asp.net', 'ajax,c#.net,entity', 'framework,c#,.net', 'framework,mvc', 'framework,software', 'engineering,jquery']"
9470,9470,"['asp.net,web', 'services,jquery,c#,ms', 'sql', 'server,mysql,css,java', 'script,wpf,mvc,winforms,asp.net', 'mvc,sql', 'server,javascript', 'it', 'skills', 'details', 'c#.net,html,windows', 'application,software', 'development,ms.net']"
9471,9471,"['html5,', 'css3,', 'jquery,', 'javascript,', 'json,', 'ajax,', 'asp.net,', 'c#,', 'ms', 'sql', 'server,', 'photoshop,', 'dreamweaver,', 'web', 'hosting,', 'ui', 'development,', 'front', 'end', 'design,', 'web', 'designing,', 'web', 'services,', 'bootstrap,', 'api', 'integration,', 'payment', 'integration,', 'improve', 'web', 'performance', 'it', 'skills', 'details', 'web', 'application', 'development,asp.net', 'ajax,web', 'technologies,user', 'interface', 'designing,c#.net,mobile', 'development,responsive', 'web', 'design,web', 'ui,software', 'development,jscript']"
9472,9472,"['asp.net,', 'c#.net,', 'sql', 'server,', 'javascript,', 'jquery,', 'html,', 'web', 'services,', 'soap,', 'uddi,', 'wsdl,', 'it', 'skills', 'details', 'asp.net', 'ajax,entity', 'framework,wcf', 'services,asp.net', 'mvc,json,mvc', 'framework,.net', 'framework,software', 'development,web', 'application', 'development,user', 'controls']"
9473,9473,"['zeal', 'to', 'learn,', 'self', 'disciplined,', 'self', 'motivated', 'and', 'positive', 'attitude.', 'area', 'sales,sales', 'executive', 'activities,field', 'work,ams,corporate', 'handling,institutions,learning,development,events']"
9474,9474,"['inside', 'sales,business', 'development,', 'direct', 'sales,', 'b2b', 'sales,', 'e-commerce,', 'field', 'sales,', 'lead', 'generation,', 'bdm,', 'cold', 'calling,', 'inside', 'sales,', 'account', 'relationship', 'management,', 'business', 'development,', 'corporate', 'sales,', 'corporate', 'selling,', 'marketing,new', 'business', 'acquisition,new', 'client', 'acquisition,team', 'management,customer', 'acquisition,solution', 'selling,country', 'management,prospecting,sales', 'management']"
9475,9475,"['customer', 'relationship,', 'client', 'aquisition,', 'business', 'development,', 'negotiation', 'skills,', 'team', 'building,', 'sales,marketing,', 'direct', 'sales,', 'b2b', 'sales,', 'lead', 'generation,', 'sales', 'and', 'support,', 'cold', 'calling,', 'night', 'shift,', 'market', 'research,', 'primary', 're', 'it', 'skills', 'details', 'software', 'marketing,team', 'leading,key', 'account', 'management,market', 'analysis,software', 'sales,marketing', 'promotions,advertising,market', 'mapping,client', 'acquisition,team', 'handling']"
9476,9476,"['sales,marketing,business', 'development,corporate', 'sales', 'marketing', 'consulting,sales', 'development,client', 'development,executive', 'development,network', 'development,it', 'sales,development', 'management,contract', 'negotiations,international', 'sales,packaging', 'development']"
9477,9477,"['user', 'research,ucd,user', 'interface', 'designer,usability', 'testing,wireframes,visio,axure,photoshop,heuristic', 'evaluation,user', 'experience', 'design,usability,information', 'architecture,interaction', 'design,usability', 'analysis,prototyping', 'it', 'skills', 'details', 'ux,visual', 'design,ui', 'development']"
9478,9478,"['ms-office,', 'information', 'technology,', 'intouch', 'crm,', 'b2b', 'sales,', 'business', 'development,', 'inside', 'sales,', 'lead', 'generation,', 'email', 'marketing,', 'online', 'lead', 'generation,', 'market', 'research,', 'market', 'analysis,', 'database', 'building,', 'cold', 'calling,', 'email', 'campaign,crm', 'management,sales', 'lead', 'generation,us', 'market,relationship', 'management,retail', 'marketing']"
9479,9479,"['marketing,', 'branding,', 'strategic', 'marketing', 'planning,', 'corporate', 'sales,', 'operations', 'management,', 'b2b', 'sales,', 'institutional', 'sales,', 'lead', 'generation,', 'market', 'research,', 'presales,', 'business', 'development,', 'it', 'sales,', 'sales', 'force', 'crm', 'it', 'skills', 'details', 'product', 'branding,sales', 'lead', 'generation,cold', 'calling,marketing', 'strategy,client', 'relationship', 'management,marketing', 'campaigns,lead', 'management,executive', 'development,b2b', 'marketing,client', 'development']"
9480,9480,"['lead', 'generation,', 'online', 'lead', 'generation,', 'key', 'account', 'management,', 'b2b', 'sales,', 'channel', 'sales,', 'business', 'development,', 'international', 'sales,', 'negotiation,', 'international', 'business', 'development,', 'corporate', 'sales,', 'institutional', 'sales,', 'educational', 'sales,', 'it', 'sales', 'it', 'skills', 'details', 'marketing,executive', 'development']"
9481,9481,"['marketing,b2b', 'sales,key', 'account', 'management,inside', 'sales,presales,business', 'analysis,business', 'analytics,market', 'research,secondary', 'research,business', 'development,branding,corporate', 'sales,team', 'handling,concept', 'selling,', 'product', 'management,', 'data', 'analysis,', 'it', 'skills', 'details', 'b2b', 'marketing,business', 'research', 'analysis,corporate', 'relationship', 'management,competitive', 'analysis,primary', 'market', 'research,business', 'relationship', 'management,market', 'analysis,corporate', 'relations,key', 'client', 'management,account', 'development']"
9482,9482,"['inside', 'sales,', 'lead', 'generation,', 'b2b', 'sales,', 'corporate', 'sales,', 'international', 'sales,', 'saas', 'sales,', 'database', 'management,', 'executive', 'support,', 'sales', 'coordination,', 'sales', 'analysis,', 'marketing,', 'brand', 'management,', 'marketing', 'communication,', 'it', 'skills', 'details', 'business', 'development,market', 'research,cold', 'calling,client', 'development,prospecting,crm,media', 'research,business', 'research,territory', 'sales', 'management,new', 'business']"
9483,9483,"['business', 'development,', 'corporate', 'banking,', 'banking', 'sales,', 'branch', 'banking,', 'retail', 'banking,', 'casa,', 'saving,', 'current', 'account,', 'relationship', 'manager,', 'marketing,', 'direct', 'sales,', 'b2b', 'sales,', 'business', 'development', 'management,', 'it', 'skills', 'details', 'marketing', 'management,saving', 'account,relationship', 'management,retail', 'sales', 'management,key', 'account', 'management,corporate', 'business', 'development,business', 'banking,loan', 'sales,insurance,account', 'development']"
9484,9484,"['adobe', 'photoshop,', 'lightroom,', 'visio,', 'snagit,', 'axure,', 'wordpress,', 'ux,', 'user', 'experience,', 'visual', 'design,', 'user', 'interface', 'designing,', 'interaction', 'design,', 'prototyping,', 'it', 'skills', 'details', 'user', 'research,graphic', 'designing,information', 'architecture,web', 'designing,dreamweaver,ui']"
9485,9485,"['lead', 'generation,sales,marketing,ms', 'office,business', 'development,market', 'research,software', 'testing,email', 'marketing,lead', 'management,b2b', 'sales,business', 'development', 'management,direct', 'sales,marketing', 'management,marketing', 'research', 'demand', 'generation,promotions']"
9486,9486,"['market', 'research,', 'corporate', 'sales,', 'sql,', 'quality', 'assurance,', 'agile,', 'project', 'management,', 'business', 'analysis,', 'project', 'management,', 'operations,', 'business', 'development,', 'b2b', 'sales,', 'account', 'management,', 'sales,', 'team', 'management,', 'it', 'skills', 'details', 'business', 'requirement', 'analysis,product', 'management,requirements', 'management,key', 'account', 'management,business', 'process', 'optimization,project', 'life', 'cycle,business', 'strategy,competitive', 'market', 'analysis,business', 'process', 'analysis,waterfall']"
9487,9487,"['strategic', 'planning,marketing,communication', 'skills,direct', 'marketing,online', 'marketing,suppl,business', 'development,corporate', 'sales,lead', 'generation,team', 'management,strategic', 'planning,new', 'market', 'development,inside', 'sales,it', 'sales,software', 'sales,bdm,bd', 'digital', 'marketing,marketing', 'management,marketing', 'campaigns,target', 'marketing,project', 'marketing,strategic', 'marketing,internet', 'marketing,marketing', 'strategy,brand', 'management,social', 'media', 'marketing']"
9488,9488,"['asp.net,', 'vb.net,', 'c#,', 'sql', 'server,', 'mvc,', 'amazon', 'ec2,', 'amazon', 'aws,', 'weapi,', 'web', 'services,', 'soap,', 'rest,', 'wsdl,', 'jquery,', 'ajax,', 'mvc', 'architecture,', 'c#.net,', 'asp.net', 'mvc,', 'it', 'skills', 'details', 'asp.net', 'ajax,javascript,linq,wcf', 'services,ado.net,windows', 'services,mvc', 'framework,.net', 'framework,html,microsoft', 'azure']"
9489,9489,"['ms', 'dynamics', 'crm,javascript,fetchxml,linq,c#,asp.net,sql', 'server,ajax,jquery,html,css,kendo', 'ui,web', 'services,webapi,workflows,plugins,odata,soapui,fiddler,', 'service', 'catalog,', 'project', 'service', 'and', 'field', 'service,', 'business', 'rules,', 'it', 'skills', 'details', 'wcf', 'services,c#.net,html5,.net', 'framework']"
9490,9490,"['c,', 'c++,', 'c#,', 'asp.net,', 'javascript,', 'jquery,', 'ajax,', 'html,', 'linq', 'it', 'skills', 'details', 'asp.net', 'mvc,ado.net,ms', 'sql', 'server,c#.net,vb.net,.net', 'framework,wcf', 'services,web', 'services,dhtml,ms.net']"
9491,9491,"['negotiation,', 'punctual,adaptable,confidental,', 'self', 'motive', 'etc', 'it', 'skills', 'details', 'fmcg', 'marketing,area', 'sales', 'management,business', 'development', 'management,retail', 'sales', 'management,fmcg', 'sales,ice', 'cream,team', 'management,channel', 'sales', 'management,distribution', 'management,key', 'account', 'management']"
9492,9492,"['c,c++,sql', 'server,c#.net,asp.net,', 'asp.net', 'mvc,', 'entity', 'framework,jquery,', 'asp.net', 'ajax', 'it', 'skills', 'details', 'linq,ado.net,html,.net', 'framework,javascript,web', 'services,crystal', 'report,mvc', 'framework,software', 'development']"
9493,9493,"['jquery,html,json,ajax,xml,css,web', 'services,soap,xml,rest,windows', 'services,asp.net,wsdl,ado.net,wcf', 'services,.net', 'and', 'javascript,c#', 'it', 'skills', 'details', 'windows', 'application,c#.net,software', 'development,ms.net,web', 'application', 'development']"
9494,9494,"['jquery,cross-browser', '/', 'cross-platform', 'compatibility.', '5', 'years', 'advanced', 'template', 'development,5', 'years', 'html', '(including', 'accessibility,localization)', '3', 'years', 'javascript', 'scripting', 'and', 'regular', 'expressions;', 'advanced', 'css,dom,and', 'jsp.', 'general', 'it', 'skills', 'details', 'ui', 'development,jquery', 'mobile,user', 'interface', 'designing,ux,bootstrap,photoshop,dreamweaver,web', 'designing,web', 'development,web', 'ui']"
9495,9495,"['.', 'corporate', 'marketing,corporate', 'banking,sales', 'management,relationship', 'management,corporate', 'sales,banking', 'sales,banking', 'management,finance,retail', 'banking,work', 'management']"
9496,9496,"['web', 'designing', ',graphic', 'designing,', 'social', 'media', 'app', 'designing,', 'ui', 'interface', 'designing,', 'photoshop,', 'coreldraw,', 'illustrator,', 'indesign,', 'dreamweaver,', 'flash', 'user', 'interface', 'designing,visual', 'design,user', 'experience', 'design,interaction', 'design,graphics,ux,creative', 'designing,visualizing,visualiser,application', 'design']"
9497,9497,"['marketing,sales,business', 'development,negotiation,networking,channel', 'sales,corporate', 'sales,operations', 'corporate', 'marketing,real', 'estate', 'sales,real', 'estate', 'marketing,marketing', 'research,market', 'research,customer', 'marketing,service', 'marketing,direct', 'sales,group', 'sales,market', 'analysis']"
9498,9498,"['key', 'account', 'management,business', 'development,corporate', 'sales,international', 'sales,international', 'marketing,project', 'management,strategic', 'planning,market', 'penetration', 'it', 'skills', 'details', 'channel', 'partner', 'development,channel', 'management,strategic', 'sales', 'planning,global', 'marketing,account', 'development,business', 'strategy,marketing', 'management,product', 'management,product', 'launch,sales', 'strategy']"
9499,9499,"['user', 'interface', 'designing,user', 'experience', 'design,graphic', 'designing,branding,illustration,web', 'designing', 'it', 'skills', 'details', 'photoshop,ux,illustrator,graphics,ui', 'development,indesign']"
9500,9500,"['marketing,sales,corporate', 'sales,b2b', 'marketing,online', 'marketing,lead', 'generation,presales,consumer', 'insights,', 'business', 'development,', 'sales', 'strategy,', 'customer', 'relationship,', 'crm,', 'erp,', 'new', 'business', 'development,marketing', 'management,crm', 'management,new', 'market', 'development,business', 'generation,b2b', 'sales,market', 'identification,selling']"
9501,9501,"['advanced', 'excel,', 'digital', 'marketing,', 'market', 'research,', 'email', 'marketing,', 'online', 'lead', 'generation,', 'business', 'development,', 'cold', 'calling,', 'market', 'analysis,', 'inside', 'sales,', 'lead', 'qualification,', 'b2b', 'sales,', 'marketing', 'research,', 'email', 'campaign,database', 'building,prospecting']"
9502,9502,"['business', 'development,marketing,team', 'handling,agent', 'recruitment,client', 'relationship', 'management,corporate', 'sales,client', 'acquisition,strategic', 'marketing,area', 'sales', 'management,marketing', 'management,promotions,branding,advertising,brand', 'management', 'marketing', 'strategy,area', 'management']"
9503,9503,"['corporate', 'selling,key', 'account', 'management,new', 'business', 'development,solution', 'sales,new', 'market', 'development,team', 'management,client', 'relationship', 'management,revenue', 'expansion,marketing,branding,concept', 'selling,territory', 'sales,area', 'sales,customer', 'service', 'it', 'skills', 'details', 'target', 'marketing,solution', 'selling,account', 'development,key', 'accounts,business', 'relationship', 'management,new', 'client', 'acquisition,sales', 'planning,key', 'client', 'management,business', 'networking,strategic', 'planning']"
9504,9504,"['operations,', 'strategic', 'planning,', 'marketing,', 'business', 'development,', 'team', 'management,', 'sales.', 'marketing', 'operations,market', 'plan', 'execution,strategic', 'marketing,marketing', 'strategy,sales', 'lead', 'generation,market', 'planning,sales', 'planning,lead', 'management,prospecting,business', 'generation']"
9505,9505,"['strategy,corporate', 'sales,account', 'management,lead', 'generation,strategy,corporate', 'sales,enterprise', 'sales,business', 'development,solution', 'sales,inside', 'sales,pipeline', 'management,marketing,', 'sales,', 'inside', 'sales,', 'operations,', 'advertising,', 'digital', 'marketing,', 'crm', 'sales,area', 'sales', 'management,territory', 'sales', 'management,relationship', 'management,new', 'business,corporate', 'presentations,senior', 'management,business', 'management']"
9506,9506,"['business', 'development,', 'wealth', 'creation,', 'presentation', 'skills,', 'client', 'relationships,', 'prospecting', 'skills,', 'creativity,', 'motivation', 'for', 'sales,', 'sales', 'planning,', 'team', 'management,', 'analytical', 'ability,', 'meeting', 'sales', 'targets,', 'acquiring', 'new', 'clients.', 'it', 'skills', 'details', 'financial', 'management,project', 'finance,managed', 'services,financial', 'services,service', 'management,financial', 'operations,new', 'business', 'acquisition,new', 'client', 'acquisition,mba', 'finance,management', 'services']"
9507,9507,"['team', 'leading,team', 'handling,team', 'coordination,sales,technical', 'support,product', 'launch,sales', 'promotion,sales', 'planning,key', 'accounts,market', 'development,selling,service', 'desk,marketing,operations', 'marketing', 'management,business', 'development', 'management,promotions,brand', 'management,project', 'marketing,target', 'achievement,product', 'promotion,sales', 'development,marketing', 'campaigns,business', 'generation']"
9508,9508,"['client', 'servicing,business', 'development,client', 'relationship', 'management,cold', 'calling,lead', 'generation,client', 'retention,client', 'relationship,service', 'operations,marketing,advertising,', 'client', 'acquisition,', 'business', 'development', 'management,', 'software', 'sales,', 'soft', 'market', 'research']"
9509,9509,"[':', 'a', 'competent', 'professional,', 'performance', 'area', 'includes', 'payment', 'gateway,', 'logistics', '&', 'supply', 'chain', 'management,', 'e', 'commerce,', 'retail', 'business', 'development', 'and', 'operations', 'and', 'ability', 'to', 'deal', 'with', 'corporate', '&', 'retail', 'clients.', 'it', 'skills', 'details', 'corporate', 'business', 'development,marketing', 'management,channel', 'development,area', 'sales', 'management,product', 'promotion,warehouse', 'management,client', 'development,business', 'strategy,new', 'business,product', 'management']"
9510,9510,"['application', 'engineer,sap,excel,word,powerpoint,autocad,catia,ansys,estimation', 'and', 'costing,solid', 'works,pivot', 'table,vlookup,tally', 'erp', '9,key', 'account', 'management,cold', 'calling,sales,client', 'relationship', 'management,business', 'development,lead', 'generation', 'it', 'skills', 'details', 'application', 'engineering,technical', 'sales,sales', 'engineering,sales', 'support,engineering', 'analysis,key', 'accounts,product', 'design,design', 'engineering']"
9511,9511,"['business', 'development,', 'inside', 'sales,', 'telemarketing,', 'telecalling,', 'telesales,', 'outbound', 'sales,', 'outbound', 'calling,', 'corporate', 'sales,', 'business', 'development', 'management,', 'bdm,', 'bde,', 'marketing,', 'key', 'account', 'management,', 'new', 'business', 'development,', 'account', 'development,business', 'networking,sales', 'management']"
